"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
102,2019-05-02 14:20:18,"FUNED","FUNED-POL","4694","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia",NA,NA,NA,NA,NA,NA,"Bastos, E.M.A.F.",NA,NA,2011,"06","23",NA,NA,NA,"Brasil","MG","Janaúba","Fazenda Coqueiros Mata Seca",-43.463056,-15.709167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POL004694",NA
103,2017-06-09 13:10:05,"UNEB","HUNEB","398","S","Plantae","Angiospermae","Dicotyledoneae","Florideophycidae","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg",NA,NA,NA,NA,NA,"Jesus, N.G.","295",NA,1998,"02","05",NA,NA,NA,"Brasil","Bahia","Entre Rios","RPPN fazenda lontra / Saudade",-40.215556,-12.915278,NA,NA,120,150,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta subperenifolia","HUNEB0000398",NA
104,2019-09-24 13:56:33,"EAO","IAN","26028","PreservedSpecimen","Plantae","Dicotiledônea",NA,NA,"Leguminosae-Pap.","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","Benth.",NA,NA,NA,NA,NA,"Schott, HW","s.n.",NA,NA,NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN026028",NA
105,2019-09-19 22:03:18,"UCS","HUCS","28990","S","Plantae","Angiospermae",NA,"Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","Sobral, M.",2005,NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Ferreira, L.A.","68617",NA,1998,"10","17",NA,NA,NA,"Brasil","Bahia","Una","Reserva Biológica de Una",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore, 8m, flor alva.; restinga arbórea",NA,"auto"
106,2019-06-27 13:25:52,"UFES","VIES","33953","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Moreau, J.S.",2014,NA,NA,NA,"Moreau, J.S.","79",NA,2013,"02","21",NA,NA,NA,"Brasil","Espírito Santo","Aracruz",NA,-40.2733001708984,-19.8202991485596,37987,NA,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIES033953","auto"
107,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","11323",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral/2003",NA,NA,NA,NA,"V. Demuner; et al","184",NA,1999,"10","27",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore 12m, DAP 18cm, fuste 8m, frutos imaturos de cor verde. Solo rochoso, beira de cachoeira.","MBML011323",NA
108,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","15081",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral/2003",NA,NA,NA,NA,"L. Kollmann; et al","4515",NA,2001,"09","05",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreto 11m. DAP 20cm. Fuste 8m. Frutos verdes.","MBML015081",NA
109,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","15400",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/19-03-2019",NA,NA,NA,NA,"L. Kollmann; et al","4729",NA,2001,"09","26",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreto 7m. Frutos verdes.","MBML015400",NA
110,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","15652",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/19-03-2019",NA,NA,NA,NA,"L. Kollmann; et al","4974",NA,2001,"11","07",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreto 4m. Frutos pretos maduros.","MBML015652",NA
111,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","24979",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/19-03-2019",NA,NA,NA,NA,"L. Kollmann; et al","8277",NA,2005,"08","31",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreto 4m. Flores brancas.","MBML024979",NA
112,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","39797",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/18-03-2019",NA,NA,NA,NA,"A. P. Fontana; Kaio A. Brahim","2821",NA,2007,"02","08",NA,NA,NA,"Brasil","Espírito Santo","Fundão","APA do Goiapaba-açu. Piabas, prop. De Albino Cassimiro. Floresta Ombrófila Densa, mata de encosta.",-40.4745,-19.879861,NA,NA,685,685,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-arbusto, escandente, flores com cálice verde-esbranquiçado, corola e estames secos","MBML039797",NA
113,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","6069",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/19-03-2019",NA,NA,NA,NA,"W. Pizziolo; et al","347",NA,1990,"10","22",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta +/- 4m, fuste 3m, DAP 3cm, frutos vermelhos e pretos quando maduros.","MBML006069",NA
114,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","8008",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K.S. Valdemarin/19-03-2019",NA,NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","793",NA,1998,"10","27",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço",-40.620556,-19.931111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fundo de vale. Arbusto 4m. Frutos pretos maduros.","MBML008008",NA
115,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","51907",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A.C. Tuler/01-V-2015",NA,NA,NA,NA,"A.C. Tuler; V. Manhães & T.T. Carrijo","512",NA,2014,"05","01",NA,NA,NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","RPPN, Região de Pacotuba-Cafundó. RPPN do senhor Luís",-41.1128005981445,-20.8488998413086,35694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de 3m. Flores brancas. Altura 3m","MBML051907","auto"
116,2019-03-20 14:14:35,"MBML","MBML-HERBARIO","27562",NA,"Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral/Março-2007",NA,NA,NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","3067",NA,2006,"11","14",NA,NA,NA,"Brasil","Espírito Santo","Governador Lindenberg","Mata da Prefeitura",-40.455278,-19.247222,NA,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore 8m, fuste 6m, Dap 25cm, frutos verdes. Interior de mata alterada.","MBML027562",NA
117,2019-09-05 14:06:28,"UFRB","HURB","4606","PreservedSpecimen","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphyla",NA,"Eugenia platyphyla","O. Berg.",NA,NA,NA,NA,NA,"Lucas, E.; Milliken, W.; Nic Lughadha; et al","1162",NA,2012,"10","14",NA,NA,NA,"Brasil","Bahia","Wenceslau Guimarães","Estação Ecológica; Trilha da Água Vermelha",-39.715278,-13.578333,NA,NA,585,585,NA,NA,NA,NA,NA,NA,NA,NA,"DNA.","HURB000004606",NA
118,2019-08-28 12:32:07,"UFRPE","HST","3547","PreservedSpecimen","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.Sobral",2006,NA,NA,NA,"M.T.Monteiro","23501",NA,1971,"07","24",NA,NA,NA,"Brasil","Bahia","Itamarajú","Fazenda Boa Vista",-39.5311012268066,-17.0391998291016,55932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores esbranquiçadas sem perfume","HST003547","auto"
119,2019-08-28 12:32:07,"UFRPE","HST","3567","PreservedSpecimen","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.Sobral",2006,NA,NA,NA,"M.T.Monteiro","23509",NA,1971,"07","28",NA,NA,NA,"Brasil","Bahia","Itamarajú","Fazenda Várzea Alegre",-39.5311012268066,-17.0391998291016,55932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores alvas, com perfume agradável","HST003567","auto"
120,2019-09-13 18:29:13,"CVRD","CVRD","1074","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2006,"08","25",NA,"Folli, D.A.","479",NA,1983,"11","25",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-39.915618,-19.117675,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD001074",NA
121,2019-09-13 18:29:13,"CVRD","CVRD","984","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2006,"08","25",NA,"Silva, I.A.","364",NA,1982,"11","29",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-39.953048,-19.192325,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD000984",NA
122,2019-09-13 18:29:13,"CVRD","CVRD","1811","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2006,"08","25",NA,"Farias, G.L.","180",NA,1988,"04","26",NA,NA,"América do Sul","BRASIL","BA","PORTO SEGURO",NA,-39.0647010803223,-16.4496994018555,68835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD001811","auto"
123,2019-09-13 18:29:13,"CVRD","CVRD","11979","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Geovane S. Siqueira",2008,"10","31",NA,"Siqueira, G.S.","449",NA,2008,"10","31",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD011979","auto"
124,2019-09-13 18:29:13,"CVRD","CVRD","15813","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Geovane S. Siqueira",2017,"11","22",NA,"Siqueira, G.S.","1200",NA,2017,"11","22",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD015813","auto"
125,2019-09-13 18:29:13,"CVRD","CVRD","2449","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos de Souza Menandro",1989,"11","23",NA,"Folli, D.A.","1014",NA,1989,"11","23",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD002449","auto"
126,2019-09-13 18:29:13,"CVRD","CVRD","5554","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Karinne S. Valdemarin",2019,"03","21",NA,"Folli, D.A.","2857",NA,1996,"12","03",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD005554","auto"
127,2019-09-13 18:29:13,"CVRD","CVRD","8347","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Geovane S. Siqueira",2003,"10","15",NA,"Siqueira, G.S.","45",NA,2003,"10","15",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD008347","auto"
128,2019-09-13 18:29:13,"CVRD","CVRD","8451","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Domingos A. Folli",2003,"12","02",NA,"Folli, D.A.","4685",NA,2003,"12","02",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD008451","auto"
129,2019-09-13 18:29:13,"CVRD","CVRD","8468","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcelo C. Souza",2005,"11","16",NA,"Folli, D.A.","4688",NA,2003,"12","04",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD008468","auto"
130,2019-09-13 18:29:13,"CVRD","CVRD","975","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2006,"08","25",NA,"Folli, D.A.","412",NA,1982,"11","22",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD000975","auto"
131,2019-09-13 18:29:13,"CVRD","CVRD","2357","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Karinne S. Valdemarin",2019,"03","21",NA,"Menandro, M.S.","162",NA,1989,"09","04",NA,NA,"América do Sul","BRASIL","ES","LINHARES","Localizada na entrada da RFL, à esquerda.",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD002357","auto"
132,2019-09-13 18:29:13,"CVRD","CVRD","11511","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Karinne S. Valdemarin",2019,"03","21",NA,"Rando, J.G.","152",NA,2006,"04","05",NA,NA,"América do Sul","BRASIL","ES","LINHARES","Taxonomia de Campo USP, UNICAMP, ESAlq",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore com 12m de alt. Frutos secos <ll>dwc_commonname:</ll> Batinga casca grossa","CVRD011511","auto"
133,2019-09-13 18:29:13,"CVRD","CVRD","9852","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Marcos Sobral",2007,"02","10",NA,"Luz, A.A. da","365",NA,2006,"11","30",NA,NA,"América do Sul","BRASIL","MG","AIMORÉS","Instituto Terra",-41.0638999938965,-19.4958000183105,54161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD009852","auto"
134,2019-07-24 19:12:43,"SMITHSONIAN","US","2222669","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Rosales","Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,"-. Apparicio & Rizzini","27",NA,1946,"03","12",NA,NA,"South America - Neotropics","Brazil","Distrito Federal",NA,"Morro do Sacopan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3665da65c-077c-4108-83e8-d2851be9908d\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>",NA,NA
135,2019-07-24 19:12:43,"SMITHSONIAN","US","2249727","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Rosales","Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,"J. G. Kuhlmann","s.n.",NA,1920,"05",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Corcovada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/302090fb3-4c4b-487d-b902-1e7b83f50566\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>",NA,NA
136,2019-02-20 15:18:16,"USP","SPF","166058","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Giaretta, A",2016,"06",NA,NA,"Fiaschi, P","1975",NA,2004,"02","14",NA,NA,NA,"Brasil","Bahia","Jussari","RPPN Serra do Teimoso",-39.536111,-15.160278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00166058",NA
137,2019-02-20 15:18:16,"USP","SPF","41386","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",1992,NA,NA,NA,"Santos, TS","3838",NA,1982,"12","29",NA,NA,NA,"Brasil","Bahia","Ilhéus",NA,-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00041386","auto"
138,2018-09-06 20:10:11,"UEFS","HUEFS","87407","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Tipo","Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087407",NA
139,2019-07-11 19:15:17,"UEFS","HUEFS","169298","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","J.D.O.Melo",2019,"07",NA,NA,"Matos, E.N.de","3484",NA,2012,"05","01",NA,NA,NA,"Brasil","Bahia","Valença","Faz. Bela Vista (Sr. Ubiratã)",-39.02,-13.256667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restinga. Floresta.","HUEFS0169298",NA
140,2018-09-06 20:10:11,"UEFS","HUEFS","188799","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Matos, E.N.de","1225",NA,2011,"05","30",NA,NA,NA,"Brasil","Bahia","Una","Fazenda Bolandeira",-39.003333,-15.333056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restinga. Floresta.","HUEFS0188799",NA
141,2018-09-06 20:10:11,"UEFS","HUEFS","42110","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Isosíntipo","Martius, K.F.P.von",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0042110",NA
142,2018-09-06 20:10:11,"UEFS","HUEFS","42111","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Isosíntipo","Martius, K.F.P.von",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0042111",NA
143,2018-09-06 20:10:11,"UEFS","HUEFS","68316","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.Sobral",2004,NA,NA,NA,"Jardim, J.G.","4134",NA,2003,"01","12",NA,NA,NA,"Brasil","Bahia","Itacaré","Rod. BR-101/Itacaré, vicinal para fazendas, entrada ca. 1km da BR-101. Fazenda Monte Alegre (Prop. Domingos Bandaró) ca. 9km da BR.",-39.25,-14.316667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Ombrófila.","HUEFS0068316",NA
144,2018-09-06 20:10:11,"UEFS","HUEFS","80354","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Tipo","Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0080354",NA
145,2018-09-06 20:10:11,"UEFS","HUEFS","87406","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Tipo","Martius, K.F.P.von","687",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087406",NA
146,2018-09-06 20:10:11,"UEFS","HUEFS","35660","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","M.Sobral",2004,"05",NA,NA,"Fonseca, M.R.","295",NA,1998,"02","05",NA,NA,NA,"Brasil","Bahia","Entre Rios","Litoral Norte, Entre Rios, RPPN Fazenda Lontra/Saudade.",-38.084400177002,-11.9419002532959,52418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata.","HUEFS0035660","auto"
147,2018-09-06 20:10:11,"UEFS","HUEFS","117355","S","Plantae","Angiospermae","Rosanae","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Hatschbach, G.","68617",NA,1998,"10","17",NA,NA,NA,"Brasil","Bahia","Una","Reserva Biológica de Una.",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0117355","auto"
148,2016-10-10 13:23:03,"MOBOT","MOBOT_BR","1940428","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","Ronald L. Liesner",1975,NA,NA,"Isotype","Carl Martius","Martius 687",NA,1817,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,2016-10-10 13:23:03,"MOBOT","MOBOT_BR","100461711","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O. Berg","M. Sobral",2010,NA,NA,NA,"W. Wayt Thomas|J. Lima Paixão|Sérgio C. de Sant'Ana","Thomas 12690",NA,2001,"10","30",NA,NA,"South America","Brazil","Bahia","Aurelino Leal","11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco.",-39.3833333,-14.35,NA,NA,175,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,2016-10-10 13:08:12,"MOBOT","MOBOT_BR","3177088","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.","M. Lavin",2001,NA,NA,NA,"H.W. Schott","Schott s.n.",NA,1817,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,2016-08-23 13:59:57,"NHMLondon","NHM-LONDON-BOT","BM000799598","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,"Type","K.F.P. Martius","687",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,-53.08982,-10.773109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991901",NA,NA,"<a href=\"http://www.nhm.ac.uk/services/media-store/asset/29fb756b6bb99afe8cbbe8a6ee03d99b61968351/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>",NA,NA
