"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
668,2018-01-30 17:45:57,"MBML","MBML-HERBARIO","20588",NA,"Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"L. Kollmann/2004",NA,NA,NA,NA,"L. Kollmann; et al","6129",NA,2003,"04","21",NA,NA,NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão",-40.924167,-20.176944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Brácteas rosas, flores azuis.</nO>","MBML020588",NA
669,2018-01-30 17:45:57,"MBML","MBML-HERBARIO","22359",NA,"Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"L. Kollmann/09-04-2004",NA,NA,NA,NA,"L. Kollmann; et al","6638",NA,2004,"04","09",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande",-41.100556,-20.519167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita na sombra, espata rosas, flores lilás.</nO>","MBML022359",NA
670,2019-09-05 14:06:40,"UFRB","HURB","1149","PreservedSpecimen","Plantae","Anthophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Aona, L.Y.S.; M.Machado;E.P.Duarte","1267",NA,2009,"05","24",NA,NA,NA,"Brasil","Bahia","Morro do Chapéu","Ferro Doido;",-41.20775,-11.591278,NA,NA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>1267A.</nO>","HURB000001149",NA
671,2019-09-05 14:04:57,"UFRB","HURB","21951","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.H.Souza",2018,"11",NA,NA,"Sousa, N.X.M.; Fonseca, G.V. & Sousa, J.C. de","535",NA,2018,"10","14",NA,NA,NA,"Brasil","Bahia","Boninal","Povoado de Mulungu; Morro de Areia",-41.860278,-12.752222,NA,NA,1136.5,1136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000021951",NA
672,2019-09-05 14:06:14,"UFRB","HURB","6696","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Aona, L.Y.S.; Biggs, N.; Costa, I.R.; Duarte, E.; Fonseca, W.O.; Lucas, E.; Monro, A.","2117",NA,2013,"03","02",NA,NA,NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova; Setor central, Fazenda Alvorada, Perto do Lagedo dos Beija-flores.",-40.208333,-14.333056,NA,NA,874,874,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000006696",NA
673,2019-09-05 14:04:57,"UFRB","HURB","7003","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Aona, L.Y.S.; Biggs, N.; Costa, I.R.; Duarte, E.; Fonseca, W. O.; Lucas, E. & Monro, A.","2117",NA,2013,"03","02",NA,NA,NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova; setor central, fazenda Alvorada, Perto do Lagedo dos Beija-flores",-40.208333,-14.333056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000007003",NA
674,2019-09-05 14:04:57,"UFRB","HURB","11877","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Costa, G.; Carvalho, D.N.","2049",NA,2016,"10","01",NA,NA,NA,"Brasil","Bahia","Conceição do Coité","Morro do Mucambo;",-39.2827987670898,-11.5638999938965,39025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000011877","auto"
675,2019-09-05 14:04:57,"UFRB","HURB","18939","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Martins, M.L.L.","2272",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia","Cruz das Almas","Mata da Cazuzinha;",-39.1018981933594,-12.6700000762939,14660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000018939","auto"
676,2019-09-05 14:04:57,"UFRB","HURB","22180","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Carvalho, A.A.; Souza, E.H.","PE0046",NA,2018,"09","22",NA,NA,NA,"Brasil","Bahia","Milagres","BA 026, Estrada Amargosa-Milagres; Base da Serra",-39.8588981628418,-12.8699998855591,24432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000022180","auto"
677,2019-09-05 14:04:57,"UFRB","HURB","18799","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Carvalho, A.J.A.; Souza, E.H.; Costa, G.M. & Aona, L.Y.S.","PE0048",NA,2019,"01","20",NA,NA,NA,"Brasil","Bahia","Milagres","BA 026, Estrada Amargosa-Milagres; Serra do Jatobá",-39.8588981628418,-12.8699998855591,24432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HURB000018799","auto"
678,2019-09-05 14:04:57,"UFRB","HURB","24498","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Sousa, T.; Martins, M.L.L.","83",NA,2019,"04","01",NA,NA,NA,"Brasil","Bahia","Sapeaçu","Mata de Simão e Rufino;",-39.1819000244141,-12.727499961853,10652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>epífita, flor lilás</nO>","HURB000024498","auto"
679,2019-09-05 14:04:57,"UFRB","HURB","13570","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Souza, F.V.D.","BGB 016",NA,2009,"03","01",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Fazenda IAC;",-45.0699996948242,-23.4300003051758,34265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Coleta. Banco de germoplasma da EMBRAPA Mandioca e Fruticultura.</nO>","HURB000013570","auto"
680,2018-10-09 19:31:08,"UFLA","ESAL","23950","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Massensini, Jr A",2016,"07","13",NA,"Mansanares, ME; Domingos, DQ; Zagotta Vital","2423",NA,2011,"09","17",NA,NA,NA,"Brasil","Minas Gerais","Minduri","Chapada do Abanador",-44.568333,-21.595556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Projeto CSBC; Planta rupícola. Brácteas rosa. Flores com corola lilás.</nO>",NA,NA
681,2017-11-24 16:10:19,"UFLA","ESAL","27011","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rafaela Campostrini Forzza",NA,NA,NA,NA,"Batista, TA Naves,","485",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina",-44.8699989318848,-22.283899307251,26914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>; ; flores lilazes;</nO>",NA,"auto"
682,2017-11-24 16:10:19,"UFLA","ESAL","19876","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Trindade- Lima.T.",NA,NA,NA,NA,"Léa Shigueta","s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jacupiranga","Sítio Stº Antônio",-48,-24.6900005340576,35797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>epífita; ; ;; floresta</nO>",NA,"auto"
683,2017-11-24 16:10:19,"UFLA","ESAL","20292","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Joice R.M.Reis",NA,NA,NA,NA,"Joice R.M.Reis","s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,-46.5614013671875,-21.7877998352051,23696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>epífita; ; rosa(bráctea);; floresta</nO>",NA,"auto"
684,2017-11-24 16:10:19,"UFLA","ESAL","17406","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Trindade-Lima, T",NA,NA,NA,NA,"Renata Rodrigues","s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Canta Galo",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>epífita; 0,30m; ;</nO>",NA,"auto"
685,2017-11-01 16:39:07,"FUVATES","HVAT","538","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2001,"01","10",NA,"E. Musskopf","s.n.",NA,2000,"12","09",NA,NA,NA,"Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho",-51.9449996948242,-29.4011001586914,12656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
686,2017-11-01 16:39:07,"FUVATES","HVAT","539","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2001,"01","10",NA,"E. Musskopf","s.n.",NA,2000,"12","09",NA,NA,NA,"Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho",-51.9449996948242,-29.4011001586914,12656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
687,2017-11-01 16:39:06,"FUVATES","HVAT","470","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","16",NA,"E. Musskopf","s.n.",NA,2000,"11","04",NA,NA,NA,"Brasil","Rio Grande do Sul","Estrela","Novo Paraíso",-51.9664001464844,-29.5018997192383,14416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
688,2017-11-01 16:39:06,"FUVATES","HVAT","1036","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2002,"10","25",NA,"E. Musskopf","s.n.",NA,2002,"10","25",NA,NA,NA,"Brasil","Rio Grande do Sul","São José do Herval",NA,-52.2952995300293,-29.0442008972168,9514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
689,2017-11-01 16:39:06,"FUVATES","HVAT","1034","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2002,"10","30",NA,"E. Musskopf","s.n.",NA,2002,"10","30",NA,NA,NA,"Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta",-52.2952995300293,-29.0442008972168,9514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
690,2017-11-01 16:39:07,"FUVATES","HVAT","766","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2001,"06","29",NA,"E. Musskopf","s.n.",NA,2001,"06","23",NA,NA,NA,"Brasil","Rio Grande do Sul","Encantado","Lagoa da Garibaldi",-51.869701385498,-29.2360992431641,15400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
691,2017-11-01 16:39:06,"FUVATES","HVAT","1047","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2002,"11","04",NA,"E. Musskopf","s.n.",NA,2002,"11","04",NA,NA,NA,"Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta",-52.2952995300293,-29.0442008972168,9514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
692,2017-11-01 16:39:06,"FUVATES","HVAT","455","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","16",NA,"E. Musskopf","s.n.",NA,2000,"10","21",NA,NA,NA,"Brasil","Rio Grande do Sul","Sério",NA,-52.2686004638672,-29.38330078125,10809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
693,2017-11-01 16:39:06,"FUVATES","HVAT","2091","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf; C. Batista",2007,"04","28",NA,"C. Batista","s.n.",NA,2006,"12","26",NA,NA,NA,"Brasil","Rio Grande do Sul","Arvorezinha","Parque das Bromélias",-52.1753005981445,-28.872200012207,15671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
694,2017-11-01 16:39:07,"FUVATES","HVAT","876","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Freitas",2001,"12","26",NA,"E. Freitas","s.n.",NA,2001,"12","26",NA,NA,NA,"Brasil","Rio Grande do Sul","Cruzeiro do Sul",NA,-51.9852981567383,-29.5128002166748,14893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
695,2017-11-01 16:39:06,"FUVATES","HVAT","409","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","H. M. Buneker",2013,"11","14",NA,"E. Musskopf","s.n.",NA,2000,"09","30",NA,NA,NA,"Brasil","Rio Grande do Sul","Cruzeiro do Sul","Lagoa Crispim",-51.9852981567383,-29.5128002166748,14893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
696,2017-11-01 16:39:06,"FUVATES","HVAT","2069","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2007,"03","16",NA,"J. Spellmeier","s.n.",NA,2007,"03","07",NA,NA,NA,"Brasil","Rio Grande do Sul","Estrela","Linha Arroio do Ouro",-51.9664001464844,-29.5018997192383,14416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
697,2017-11-01 16:39:07,"FUVATES","HVAT","836","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2001,"10","18",NA,"E. Musskopf","s.n.",NA,2001,"10","18",NA,NA,NA,"Brasil","Rio Grande do Sul","Estrela","Novo Paraíso",-51.9664001464844,-29.5018997192383,14416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
698,2017-11-01 16:39:06,"FUVATES","HVAT","473","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","16",NA,"E. Musskopf","s.n.",NA,2000,"11","04",NA,NA,NA,"Brasil","Rio Grande do Sul","Estrela","Novo Paraíso",-51.9664001464844,-29.5018997192383,14416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
699,2017-11-01 16:39:07,"FUVATES","HVAT","507","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","23",NA,"E. Musskopf","s.n.",NA,2000,"11","11",NA,NA,NA,"Brasil","Rio Grande do Sul","Ilópolis",NA,-52.1241989135742,-28.926700592041,10694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
700,2017-11-01 16:39:07,"FUVATES","HVAT","505","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","23",NA,"E. Musskopf","s.n.",NA,2000,"11","11",NA,NA,NA,"Brasil","Rio Grande do Sul","Ilópolis",NA,-52.1241989135742,-28.926700592041,10694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
701,2017-11-01 16:39:06,"FUVATES","HVAT","503","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"11","23",NA,"E. Musskopf","s.n.",NA,2000,"11","11",NA,NA,NA,"Brasil","Rio Grande do Sul","Ilópolis",NA,-52.1241989135742,-28.926700592041,10694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
702,2017-11-01 16:39:06,"FUVATES","HVAT","143","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"10","25",NA,"E. Musskopf","s.n.",NA,1997,"12","14",NA,NA,NA,"Brasil","Rio Grande do Sul","Imigrante",NA,-51.7769012451172,-29.3553009033203,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
703,2017-11-01 16:39:06,"FUVATES","HVAT","142","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E. Musskopf",2000,"10","25",NA,"E. Musskopf","s.n.",NA,1997,"12","14",NA,NA,NA,"Brasil","Rio Grande do Sul","Imigrante",NA,-51.7769012451172,-29.3553009033203,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
704,2017-11-01 16:39:06,"FUVATES","HVAT","1048","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","H. M. Buneker",2013,"11","14",NA,"T. Klein","s.n.",NA,2002,"10","30",NA,NA,NA,"Brasil","Rio Grande do Sul","Imigrante",NA,-51.7769012451172,-29.3553009033203,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
705,2018-11-22 16:38:29,"IMA","MAC","44172","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2009,"09","26",NA,"Chagas-Mota","5676",NA,2009,"09","26",NA,NA,NA,"Brasil","Alagoas","Boca da Mata","Serra da Nascéia.",-36.2202987670898,-9.64138984680176,17145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Infrutescência cinza.; Mata Atlântica.</nO>","MAC0044172","auto"
706,2018-11-22 16:38:29,"IMA","MAC","38203","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2009,"04","23",NA,"Chagas-Mota; L.M.Leão","2915",NA,2009,"04","23",NA,NA,NA,"Brasil","Alagoas","Inhapi","Serra do Grude.",-37.7486000061035,-9.22138977050781,22926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita em Syagrus. Flores roxas. Frutos marrons.; Caatinga.</nO>","MAC0038203","auto"
707,2018-11-22 16:38:29,"IMA","MAC","34089","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2008,"09","20",NA,"Chagas-Mota","1259",NA,2008,"09","20",NA,NA,NA,"Brasil","Alagoas","Viçosa","Fazenda Aniceto.",-36.2407989501953,-9.3713903427124,18701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Flores roxas. Frutos marrons.; Mata Pluvial Atlântica.</nO>","MAC0034089","auto"
708,2018-11-22 16:38:29,"IMA","MAC","41644","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2009,"05","08",NA,"Chagas-Mota; A.I.L.Pinheiro; S.Cavalcanti","3770",NA,2009,"05","08",NA,NA,NA,"Brasil","Alagoas","Mar Vermelho","Fazenda Canadá.",-36.3880996704102,-9.44750022888184,12091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Infrutescência verde.; Mata Pluvial Atlântica.</nO>","MAC0041644","auto"
709,2018-11-22 16:38:29,"IMA","MAC","45708","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2010,"01","28",NA,"Chagas-Mota","7212",NA,2010,"01","28",NA,NA,NA,"Brasil","Alagoas","Viçosa","Fazenda Jussara.",-36.2407989501953,-9.3713903427124,18701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Estéril.; Mata Atlântica.</nO>","MAC0045708","auto"
710,2018-11-22 16:38:29,"IMA","MAC","45273","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2010,"01","15",NA,"Chagas-Mota; S.Brasileiro; E.Gonçalves","6777",NA,2010,"01","15",NA,NA,NA,"Brasil","Alagoas","Mata Grande","Mata do Pau Grande.",-37.7322006225586,-9.11750030517578,30053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Infrutescência verde.; Caatinga.</nO>","MAC0045273","auto"
711,2018-11-22 16:38:29,"IMA","MAC","33337","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","E.C.O.Chagas",2008,"08","02",NA,"Chagas-Mota","980",NA,2008,"08","02",NA,NA,NA,"Brasil","Alagoas","Viçosa","Serra Dois Irmãos.",-36.2407989501953,-9.3713903427124,18701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita. Infrutescência verde-clara.; Mata Pluvial Atlântica.</nO>","MAC0033337","auto"
712,2019-05-31 18:54:43,"CPACT","ECT","1005","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","A.Rossado",2016,"08","10",NA,"G.Heiden","151",NA,2002,"11","15",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque das Cachoeiras. Trilha da Cachoeira do Quatrilho.",-50.580478,-29.436703,NA,NA,880,880,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Planta herbácea, epífita, filotaxia alterna rosetada, brácteas róseas, flores liláses. Obs. de ocorrência - Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.</nO>","ECT0001005",NA
713,2019-05-31 18:54:43,"CPACT","ECT","1006","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","S.F.Smith",2006,"08","01",NA,"R.Wasum","2913",NA,2005,"04","21",NA,NA,NA,"Brasil","Paraná","Lapa","Restinga. Habitat: sobre troncos, interior da mata.",-49.687667,-25.716639,NA,NA,959,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECT0001006",NA
714,2019-08-28 12:30:23,"UFRPE","HST","8484","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","J.V.Coffani-Nunes",2001,"07","20",NA,"L.P.Félix; et G.Trajano","8586",NA,1998,"07","15",NA,NA,NA,"Brasil","Bahia","Morro do Chapéu",NA,-41.1561012268066,-11.5500001907349,98143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epifíta; folhas verde-esbranquiçadas a vermelhada; brácteas coralíneas.</nO>","HST008484","auto"
715,2019-08-28 12:30:23,"UFRPE","HST","5846","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","J.V.Coffani-Nunes",2001,"07","20",NA,"L.P.Félix","7417",NA,1995,"08","07",NA,NA,NA,"Brasil","Bahia","Morro do Chapéu","Ferro Doido",-41.1561012268066,-11.5500001907349,98143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita; brácteas avermelhadas; flores roxas.</nO>","HST005846","auto"
716,2019-07-24 18:54:21,"CVRD","CVRD","6778","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander ex Ker - Gawler","Domingos A. Folli",2001,"03","13",NA,"Folli, D.A.","3841",NA,2001,"03","13",NA,NA,"América do Sul","BRASIL","ES","LINHARES",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO><ll>dwc_commonname:</ll> Bromélia branca</nO>","CVRD006778","auto"
717,2019-07-24 18:54:21,"CVRD","CVRD","8274","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander ex Ker - Gawler","Domingos A. Folli",2004,"04","16",NA,"Ferreira, V.B.R.","30",NA,2003,"08","14",NA,NA,"América do Sul","BRASIL","ES","LINHARES","Nativo do Roxinho",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO><ll>dwc_commonname:</ll> Bromélia branca</nO>","CVRD008274","auto"
718,2019-07-24 18:54:21,"CVRD","CVRD","5806","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander ex Ker - Gawler","José Manoel Lúcio Gomes",1997,"12","03",NA,"Simonelli, M.","761",NA,1997,"12","03",NA,NA,"América do Sul","BRASIL","ES","LINHARES","Próximo a estrada",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO><ll>dwc_commonname:</ll> Bromélia branca</nO>","CVRD005806","auto"
719,2019-07-24 18:54:21,"CVRD","CVRD","3403","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander ex Ker - Gawler","Elton M. C. Leme",1991,"12","02",NA,"Folli, D.A.","1402",NA,1991,"09","06",NA,NA,"América do Sul","BRASIL","ES","LINHARES","Próximo a vigilância.",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO><ll>dwc_commonname:</ll> Bromélia branca</nO>","CVRD003403","auto"
