"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
1647,2019-05-06 14:54:38,"UFU","HUFU","536","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Wanderley, M.G.L.",1995,"06","26",NA,"Castro, N.M.","01",NA,1980,"11","23",NA,NA,NA,"Brasil","São Paulo","Camburi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00025883",NA
1648,2019-05-06 14:54:38,"UFU","HUFU","10562","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Monteiro, R.F.",2007,"08","07",NA,"Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1532",NA,1995,"11","21",NA,NA,NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para a cachoeira dos Rolinhos.",-46.3657989501953,-20.2453002929688,57119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, ca. 0,15m. Brácteas róseas. Flores jovens creme.; Afloramento rochoso.","HUFU00051626","auto"
1649,2019-05-06 14:54:38,"UFU","HUFU","17559","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Paula, C.C. de",2004,"10","05",NA,"Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4898",NA,1998,"01","09",NA,NA,NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o Retiro das Pedras.",-46.3657989501953,-20.2453002929688,57119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epifítica, ca. 0,25m. Brácteas róseas. Cálice arroxeado. Estames amarelos.; Capão da mata.","HUFU00051625","auto"
1650,2019-05-14 16:08:20,"UFRGS","ICN","017143","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1986,"11","20",NA,"Irmão teodoro Luís","c544",NA,1939,"01",NA,NA,NA,"América do Sul","Brasil","RS","Canoas",NA,-51.1836013793945,-29.9178009033203,8037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030319","auto"
1651,2019-05-14 16:08:20,"UFRGS","ICN","019568","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Stehl, T",1994,"10","14",NA,"Teodoro, H","s.n.",NA,1932,"06","10",NA,NA,"América do Sul","Brasil","RS","Caxias do Sul",NA,-51.1794013977051,-29.1681003570557,49662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030281","auto"
1652,2019-05-14 16:08:20,"UFRGS","ICN","064595","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1980,"09","21",NA,"Arzivenco, L","653",NA,NA,NA,NA,NA,NA,"América do Sul","Brasil","RS","Esmeralda",NA,-51.190299987793,-28.0536003112793,38649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030306","auto"
1653,2019-05-14 16:08:20,"UFRGS","ICN","064596","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1985,"10","29",NA,"Arzivenco, L","677",NA,NA,NA,NA,NA,NA,"América do Sul","Brasil","RS","Esmeralda",NA,-51.190299987793,-28.0536003112793,38649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030302","auto"
1654,2019-05-14 16:08:20,"UFRGS","ICN","029305","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Alves, M",NA,NA,NA,NA,"Citadini, V","s.n.",NA,1975,"04","24",NA,NA,"América do Sul","Brasil","RS","Guaíba",NA,-51.3250007629395,-30.113899230957,28343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030299","auto"
1655,2019-08-13 17:37:45,"UFRGS","ICN","066647","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Falkenberg, DB","1098",NA,1983,"10","01",NA,NA,"América do Sul","Brasil","RS","Jaguari",NA,-54.689998626709,-29.4974994659424,27649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores rosa-claras","ICN00030301","auto"
1656,2019-05-14 16:08:20,"UFRGS","ICN","019575","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Ronna","s.n.",NA,1933,"06","25",NA,NA,"América do Sul","Brasil","RS","Porto Alegre",NA,-51.2299995422363,-30.0331001281738,29946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030311","auto"
1657,2019-05-14 16:08:20,"UFRGS","ICN","162102","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1983,"10","26",NA,"Hagelund, K","8937",NA,1974,"12","15",NA,NA,"América do Sul","Brasil","RS","São Sepé",NA,-53.565299987793,-30.1606006622314,46510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação Herbário Karner Hagelund","ICN00030284","auto"
1658,2019-08-13 17:37:45,"UFRGS","ICN","005343","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1986,"11","20",NA,"Irgang, B","342",NA,1968,"02","01",NA,NA,"América do Sul","Brasil","RS","Tapes",NA,-51.3958015441895,-30.6732997894287,25762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inflorescência verde. Epífita","ICN00030340","auto"
1659,2019-08-13 17:37:45,"UFRGS","ICN","115179a","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, HM",2015,"10","22",NA,"Gonçalves, CN; Azevedo-Gonçalves, CF","s.n.",NA,1998,"07","14",NA,NA,"América do Sul","Brasil","RS","Terra de Areia",NA,-50.07080078125,-29.5853004455566,32697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobre figueira","ICN00030288","auto"
1660,2019-08-13 17:37:45,"UFRGS","ICN","115171a","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Gonçalves, CN",NA,NA,NA,NA,"Gonçalves, CN; Azevedo-Gonçalves, CF","s.n.",NA,1998,"06","06",NA,NA,"América do Sul","Brasil","RS","Terra de Areia",NA,-50.07080078125,-29.5853004455566,32697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobre figueira, na área urbana.","ICN00030294","auto"
1661,2019-08-13 17:37:45,"UFRGS","ICN","115173a","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Gonçalves, CN",NA,NA,NA,NA,"Gonçalves, CN; Azevedo-Gonçalves, CF","s.n.",NA,1998,"05","09",NA,NA,"América do Sul","Brasil","RS","Terra de Areia",NA,-50.07080078125,-29.5853004455566,32697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobre figueira, dispersando sementes","ICN00030289","auto"
1662,2019-08-13 17:37:45,"UFRGS","ICN","123237","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Marodin, SM",NA,NA,NA,NA,"Marodin, SM","s.n.",NA,2004,"06","16",NA,NA,"América do Sul","Brasil","RS","Nova Roma do Sul","acesso",-51.4081001281738,-28.9902992248535,9715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita sobre Luehea divaricata.","ICN00030291","auto"
1663,2019-05-14 16:08:20,"UFRGS","ICN","045438","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1979,"08","28",NA,"Martins, A","s.n.",NA,1934,NA,NA,NA,NA,"América do Sul","Brasil","RS","Veranópolis","Alfredo Chaves",-51.5494003295898,-28.9361000061035,16670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030320","auto"
1664,2019-08-13 17:37:45,"UFRGS","ICN","096358","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Fernandes, I",NA,NA,NA,NA,"Rossoni, MG","s.n.",NA,1991,"07","20",NA,NA,"América do Sul","Brasil","RS","Arroio do Sal","Balneário Rondinha Velha",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita.","ICN00030313","auto"
1665,2019-08-13 17:37:45,"UFRGS","ICN","098813","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Rossoni, MG","130",NA,1989,"03","24",NA,NA,"América do Sul","Brasil","RS","Arroio do Sal","Balneário Rondinha Velha.",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífito.","ICN00030305","auto"
1666,2019-08-13 17:37:40,"UFRGS","ICN","009026","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","cf. stricta",NA,"Tillandsia cf. stricta","Sol. ex Ker Gawl.","Waechter, J L",1986,"11","20",NA,"Lindeman, JC; Irgang, B; Valls, JFM; et al.","s.n.",NA,1971,"11","02",NA,NA,"América do Sul","Brasil","RS","Santo Ângelo","Banhado 25 km N de Santo Ângelo.",-54.2630996704102,-28.2992000579834,25915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas vermelhas 10 Rp 7/8 epífita.","ICN00030300","auto"
1667,2019-08-13 17:37:45,"UFRGS","ICN","023454","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1980,NA,NA,NA,"Valls, J","2531",NA,1973,"01","01",NA,NA,"América do Sul","Brasil","RS","Viamão","Cantagalo - Chácara do Dr. Pascoal Adrio Crocco.",-51.0233001708984,-30.0811004638672,41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brácteas verde-pálido, sépalas incolores e pétalas roxo-azuladas.","ICN00030312","auto"
1668,2019-08-13 17:37:45,"UFRGS","ICN","022021","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Pellizzaro, P; et al.","s.n.",NA,1973,"01","04",NA,NA,"América do Sul","Brasil","RS","Canela","Caracol, 8 Km N de Canela",-50.815601348877,-29.3656005859375,16452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trans. 30.45; Epífita; Estradinha em derrubada sobre muro da porteira","ICN00030298","auto"
1669,2019-08-13 17:37:45,"UFRGS","ICN","089885","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Fernandes, I",NA,NA,NA,NA,"Fernandes, I","714",NA,1989,"11","03",NA,NA,"América do Sul","Brasil","RS","Bagé","Casa de Pedra",-54.1068992614746,-31.3313999176025,74087,NA,280,280,NA,NA,NA,NA,NA,NA,NA,NA,"Escapo pendente, brácteas róseas, pétalas roxas.; Em paredão, a sombra da mata.","ICN00030310","auto"
1670,2019-08-13 17:37:45,"UFRGS","ICN","140958","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","J.L. Waechter de",2001,"07",NA,NA,"Jurinitz, CF","137",NA,2001,"01","20",NA,NA,"América do Sul","Brasil","RS","Camaquã","Distrito de Santa Auta Propriedade Água Grande (também conhecida como sítio do Barbosa Lessa)",-51.812198638916,-30.8511009216309,49429,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,"Hábito epifítico.; Mata.","ICN00030283","auto"
1671,2019-05-14 16:08:20,"UFRGS","ICN","017964","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Stehl, T",1994,"10","14",NA,"Irmão teodoro Luís","20040",NA,1950,"01","09",NA,NA,"América do Sul","Brasil","RS","Pelotas","Estação Experimental de Pelotas (Castacata)",-52.3424987792969,-31.771900177002,51462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030321","auto"
1672,2019-05-14 16:08:20,"UFRGS","ICN","017225","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, HM",2012,"11","26",NA,"Irmão teodoro Luís","20040",NA,1950,"01","09",NA,NA,"América do Sul","Brasil","RS","Pelotas","Estação Experimental de Pelotas (Castacata)",-52.3424987792969,-31.771900177002,51462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030314","auto"
1673,2019-08-13 17:37:45,"UFRGS","ICN","047145","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1979,NA,NA,NA,"Waechter, JL","1512",NA,1979,"12","22",NA,NA,"América do Sul","Brasil","RS","Torres","Faxinal",-49.7268981933594,-29.3353004455566,20837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas florais róseas ou verde-claras; séplas róseas ou brancas; pétalas azuis, tornando-se roxas ao fevecer; cápsulas imaturas esverdeadas.; Epífito em interior de mata paludosa.","ICN00030303","auto"
1674,2019-08-13 17:37:45,"UFRGS","ICN","045016","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",NA,NA,NA,NA,"Waechter, JL","1249",NA,1979,"05","26",NA,NA,"América do Sul","Brasil","RS","Torres","Faxinal",-49.7268981933594,-29.3353004455566,20837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cápsulas esverdeadas, ainda não deiscentes.; Epífito em interior de mata paludosa, sobre Myrcia multiflora, a ca. 7m altura.","ICN00030308","auto"
1675,2019-08-13 17:37:45,"UFRGS","ICN","042292","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1980,NA,NA,NA,"Baptista, ML","s.n.",NA,1977,"04","16",NA,NA,"América do Sul","Brasil","RS","Torres","Faxinal",-49.7268981933594,-29.3353004455566,20837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em interior de mato úmido.","ICN00030304","auto"
1676,2019-08-13 17:37:45,"UFRGS","ICN","115407","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Breier, TB",NA,NA,NA,NA,"Breier, TB","136",NA,1998,"04","29",NA,NA,"América do Sul","Brasil","RS","Viamão","Fazenda Santa Fé APA do Banhado Grande",-51.0233001708984,-30.0811004638672,41667,NA,35,35,NA,NA,NA,NA,NA,NA,NA,NA,"Epífito","ICN00030285","auto"
1677,2019-08-13 17:37:45,"UFRGS","ICN","153001","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Dettke, GA",2007,NA,NA,NA,"Dettke, GA","94",NA,2007,"12","09",NA,NA,"América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano 30°S 51°W",-51.3250007629395,-30.113899230957,28343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita frequente. Folhas do centro da roseta avermelhados. Brácteas róseas, pétalas aroxeadas.; Borda e interior da mata.","ICN00030324","auto"
1678,2019-08-13 17:37:45,"UFRGS","ICN","151470","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Lima, LF","175",NA,2005,"12","03",NA,NA,"América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 308",-51.3250007629395,-30.113899230957,28343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata ciliar.","ICN00030325","auto"
1679,2019-05-14 16:08:20,"UFRGS","ICN","143776","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Buzatto, CR",2005,"11","12",NA,"Buzatto, CR","31",NA,2005,"11","12",NA,NA,"América do Sul","Brasil","RS","Mato Castelhano","Floresta Nacional de Passo Fundo. Talhão 10",-52.1916999816895,-28.278299331665,13310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação do herbário da UPF.","ICN00030295","auto"
1680,2019-05-14 16:08:20,"UFRGS","ICN","121133","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Hagelund, K","3371-b",NA,1965,"02","20",NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodal",-54.3497009277344,-28.028299331665,23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação de K. Hagelund","ICN00030326","auto"
1681,2019-05-14 16:08:20,"UFRGS","ICN","162099","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1983,"10","26",NA,"Hagelund, K","3945",NA,1965,NA,NA,NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodol",-54.3497009277344,-28.028299331665,23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação Herbário Karner Hagelund","ICN00030292","auto"
1682,2019-05-14 16:08:20,"UFRGS","ICN","162100","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1983,"10","26",NA,"Hagelund, K","4409",NA,1966,"03",NA,NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodol",-54.3497009277344,-28.028299331665,23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação Herbário Karner Hagelund","ICN00030287","auto"
1683,2019-05-14 16:08:20,"UFRGS","ICN","162097","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1983,"10","26",NA,"Hagelund, K","3371",NA,1965,"02","20",NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodol",-54.3497009277344,-28.028299331665,23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação Herbário Karner Hagelund","ICN00030290","auto"
1684,2019-05-14 16:08:20,"UFRGS","ICN","034544","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Longhi; Butinol; Bender","s.n.",NA,1977,"01","30",NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Ilha da casa da Pólvora",-51.2299995422363,-30.0331001281738,29946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLANDEL Nº VII-60 UTM: E-476.720 N-6680.740","ICN00030296","auto"
1685,2019-08-13 17:37:45,"UFRGS","ICN","048643","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"Krapovickas, A; Cristóbal, CL","s.n.",NA,1980,"02","01",NA,NA,"América do Sul","Brasil","RJ","Paraty","Ilha sapeca",-44.7131004333496,-23.2178001403809,34470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores rosadas","ICN00030315","auto"
1686,2019-08-13 17:37:45,"UFRGS","ICN","188149","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rabuske, C",2016,"10","09",NA,"Rabuske, C","136",NA,2016,"10","09",NA,NA,"América do Sul","Brasil","RS","Venâncio Aires","Monte Belo",-52.1918983459473,-29.6063995361328,37026,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,"Erva epífita com peças florais de coloração rósea.; Sob Nectandra megapotamica a ca.4m de altura em beira de capão de mato remanescente.","ICN00030327","auto"
1687,2019-05-14 16:08:20,"UFRGS","ICN","001929","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1986,"11","20",NA,"Vianna, EC","s.n.",NA,1958,"08","28",NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Morro da Glória",-51.2299995422363,-30.0331001281738,29946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 dupl.","ICN00030316","auto"
1688,2019-05-14 16:08:20,"UFRGS","ICN","019348a","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Augusto, I","s.n.",NA,1939,"09","23",NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Morro da Pedra Redonda",-51.2299995422363,-30.0331001281738,29946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030322","auto"
1689,2019-08-13 17:37:45,"UFRGS","ICN","136132","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Musskopf, E",NA,NA,NA,NA,"Musskopf, E; Waechter, JL","338",NA,2004,"12","21",NA,NA,"América do Sul","Brasil","RS","Viamão","Parque Estadual de Itapuã",-51.0233001708984,-30.0811004638672,41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífito cujo forófito encontrava-se em área de Floresta de Restinga (Praia de Fora)","ICN00030286","auto"
1690,2019-08-13 17:37:45,"UFRGS","ICN","088916","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Brack, P; Sobral, M; Bueno, R; et al.","1948",NA,1988,"07",NA,NA,NA,"América do Sul","Brasil","RS","Tenente Portela","Parque Estadual do Turvo.",-53.75830078125,-27.3710994720459,14404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perto Igarapé Guaraná.","ICN00030297","auto"
1691,2019-05-14 16:08:20,"UFRGS","ICN","002825","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Strehl, T",1994,"10","14",NA,"Viana, E","s.n.",NA,1955,"12","18",NA,NA,"América do Sul","Brasil","RS","Caxias do Sul","Parque Samuara",-51.1794013977051,-29.1681003570557,49662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030330","auto"
1692,2019-08-13 17:37:45,"UFRGS","ICN","005348","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, HM",2015,"10","22",NA,"Irgang, B","328",NA,1968,"01","31",NA,NA,"América do Sul","Brasil","RS","Viamão","Praia da Onça",-51.0233001708984,-30.0811004638672,41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita.","ICN00030318","auto"
1693,2019-08-13 17:37:45,"UFRGS","ICN","005346","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1986,"11","20",NA,"Irgang, B","335",NA,1968,"01","31",NA,NA,"América do Sul","Brasil","RS","Viamão","Praia da Onça",-51.0233001708984,-30.0811004638672,41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita. Flores (infl) róseas","ICN00030317","auto"
1694,2019-08-13 17:37:45,"UFRGS","ICN","126847","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Marodin, SM",NA,NA,NA,NA,"Marodin, SM","s.n.",NA,2003,"01","09",NA,NA,"América do Sul","Brasil","RS","Nova Roma do Sul","próximo da balsa da divisa com o município de Nova Pádua",-51.4081001281738,-28.9902992248535,9715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita; folhas acinzentadas, estreitas, brácteas róseas e pétalas azuis.; sobre Luehea divaricata (açoita-cavalo).","ICN00030293","auto"
1695,2019-08-13 17:37:45,"UFRGS","ICN","043923","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",NA,NA,NA,NA,"Waechter, JL","1162",NA,1979,"01","11",NA,NA,"América do Sul","Brasil","RS","Porto Alegre","Reserva Biológica Lami.",-51.2299995422363,-30.0331001281738,29946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas florais róseo-intensas; corola azul, tornando-se toxa ao fenecer; sépalas róseo-pálidas.; Epifítica em interior de mato.","ICN00030307","auto"
1696,2019-08-13 17:37:45,"UFRGS","ICN","048783","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, J L",1980,NA,NA,NA,"Waechter, JL","1772",NA,1980,"11","16",NA,NA,"América do Sul","Brasil","RS","Santa Cruz do Sul","Trombudo.",-52.4258003234863,-29.7175006866455,38612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas verde-esbranquiçadas; corola azul-arroxeada.; Epífito sobre \"mata-olho\" (Pachystroma longifloium)","ICN00030309","auto"
1697,2019-05-14 16:08:20,"UFRGS","ICN","045441","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Stehl, T",1994,"10","14",NA,"Schweiger, E","1404",NA,1914,"12",NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN00030282",NA
1698,2019-08-13 17:37:45,"UFRGS","ICN","019349b","S","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Waechter, JL",1986,"11","20",NA,NA,NA,NA,1932,"10","12",NA,NA,"América do Sul","Brasil","PR","Canoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção La Salle 3688; Parasita.; Capão.","ICN00039923",NA
